1,1,122.11,332.29,133.05,63.15999999999997,1,1,1.0
1,2,209.68,250.6,93.48000000000002,41.27000000000001,1,1,1.0
1,3,733.47,267.45,71.52999999999997,40.420000000000016,1,1,1.0
2,1,96.63,336.1,137.26,63.76999999999998,1,1,1.0
2,2,209.68,250.6,93.48000000000002,41.29999999999998,1,1,1.0
2,3,719.63,268.86,72.75,40.69999999999999,1,1,1.0
3,1,71.16,339.9,141.47,64.39000000000004,1,1,1.0
3,2,209.68,250.6,93.48000000000002,41.33000000000001,1,1,1.0
3,3,705.79,270.28,73.96000000000004,40.960000000000036,1,1,1.0
4,1,45.68,343.7,145.68,65.02000000000004,1,1,1.0
4,2,209.68,250.6,93.48000000000002,41.349999999999994,1,1,1.0
4,3,691.94,271.69,75.17999999999995,41.24000000000001,1,1,1.0
5,1,20.21,347.5,149.89,65.63999999999999,1,1,1.0
5,2,209.68,250.6,93.48000000000002,41.380000000000024,1,1,1.0
5,3,678.1,273.1,76.39999999999998,41.50999999999999,1,1,1.0
6,1,0.0,351.22,147.38,65.27999999999997,1,1,1.0
6,2,209.68,250.6,93.48000000000002,41.400000000000006,1,1,1.0
6,3,664.0,275.02,77.64999999999998,41.879999999999995,1,1,1.0
7,1,0.0,354.95,124.65,64.92000000000002,1,1,1.0
7,2,209.68,250.6,93.48000000000002,41.42999999999998,1,1,1.0
7,3,649.9,276.95,78.89999999999998,42.24000000000001,1,1,1.0
8,1,0.0,358.67,101.93,64.57,1,1,1.0
8,2,209.68,250.6,93.48000000000002,41.46000000000001,1,1,1.0
8,3,635.8,278.87,80.15000000000009,42.60000000000002,1,1,1.0
9,1,0.0,362.4,79.2,64.21000000000004,1,1,1.0
9,2,209.68,250.6,93.48000000000002,41.47999999999999,1,1,1.0
9,3,621.7,280.8,81.39999999999998,42.95999999999998,1,1,1.0
10,1,0.0,367.05,53.1,61.25999999999999,1,1,1.0
10,2,209.68,250.6,93.48000000000002,41.51000000000002,1,1,1.0
10,3,605.7,282.9,83.09999999999991,43.81,1,1,1.0
11,1,0.0,371.7,27.0,58.30000000000001,1,1,1.0
11,2,209.68,250.6,93.48000000000002,41.53999999999999,1,1,1.0
11,3,589.7,285.0,84.79999999999995,44.64999999999998,1,1,1.0
12,2,209.68,250.6,93.48000000000002,41.56000000000003,1,1,1.0
12,3,575.4,285.0,84.80000000000007,44.64999999999998,1,1,1.0
13,2,209.68,250.6,93.48000000000002,41.59,1,1,1.0
13,3,558.98,287.7,86.79999999999995,45.31999999999999,1,1,1.0
14,2,209.68,250.6,93.48000000000002,41.609999999999985,1,1,1.0
14,3,542.55,290.4,88.80000000000007,45.99000000000001,1,1,1.0
15,2,209.68,250.6,93.48000000000002,41.640000000000015,1,1,1.0
15,3,526.13,293.1,90.79999999999995,46.65999999999997,1,1,1.0
16,2,209.68,250.6,93.48000000000002,41.66999999999999,1,1,1.0
